timestamp,load_mw,feeder
2025-01-01 14:00:00,115.32,D
2025-01-01 15:00:00,97.24,A
2025-01-01 15:00:00,116.93,B
2025-01-01 15:00:00,86.95,C
2025-01-01 15:00:00,103.7,D
2025-01-01 16:00:00,112.36,A
2025-01-01 16:00:00,122.49,B
2025-01-01 16:00:00,103.95,C
2025-01-01 16:00:00,111.5,D
2025-01-01 17:00:00,114.73,A
2025-01-01 17:00:00,142.87,B
2025-01-01 17:00:00,119.75,C
2025-01-01 17:00:00,127.63,D
2025-01-01 18:00:00,117.05,A
2025-01-01 18:00:00,133.19,B
2025-01-01 18:00:00,112.3,C
2025-01-01 18:00:00,129.72,D
2025-01-01 19:00:00,119.63,A
2025-01-01 19:00:00,128.68,B
2025-01-01 19:00:00,112.99,C
2025-01-01 19:00:00,137.8,D
2025-01-01 20:00:00,123.5,A
2025-01-01 20:00:00,132.66,B
2025-01-01 20:00:00,120.83,C
2025-01-01 20:00:00,133.31,D
2025-01-01 21:00:00,111.28,A
2025-01-01 21:00:00,132.18,B
2025-01-01 21:00:00,117.24,C
2025-01-01 21:00:00,128.96,D
2025-01-01 22:00:00,129.63,B
2025-01-01 22:00:00,111.16,C
2025-01-01 22:00:00,121.15,D
2025-01-01 23:00:00,103.71,A
2025-01-01 23:00:00,122.57,B
2025-01-01 23:00:00,97.57,C
2025-01-01 23:00:00,120.47,D
2025-01-02 00:00:00,84.45,A
2025-01-02 00:00:00,104.29,B
2025-01-02 00:00:00,91.69,C
2025-01-02 00:00:00,107.2,D
2025-01-02 01:00:00,83.92,A
2025-01-02 01:00:00,101.18,B
2025-01-02 01:00:00,84.92,C
2025-01-02 01:00:00,92.63,D
2025-01-02 02:00:00,82.47,A
2025-01-02 02:00:00,98.9,B
2025-01-02 02:00:00,70.52,C
2025-01-02 02:00:00,94.06,D
2025-01-02 03:00:00,66.71,A
2025-01-02 03:00:00,71.51,B
2025-01-02 03:00:00,68.07,C
2025-01-02 03:00:00,73.87,D
2025-01-02 04:00:00,66.94,A
2025-01-02 04:00:00,77.55,B
2025-01-02 04:00:00,54.46,C
2025-01-02 04:00:00,72.34,D
2025-01-02 05:00:00,47.98,A
2025-01-02 05:00:00,66.93,B
2025-01-02 05:00:00,47.93,C
2025-01-02 05:00:00,76.31,D
2025-01-02 06:00:00,52.53,A
2025-01-02 06:00:00,74.79,B
2025-01-02 06:00:00,46.74,C
2025-01-02 06:00:00,64.67,D
2025-01-02 07:00:00,39.01,A
2025-01-02 07:00:00,62.98,B
2025-01-02 07:00:00,33.05,C
2025-01-02 07:00:00,51.03,D
2025-01-02 08:00:00,51.79,A
2025-01-02 08:00:00,65.67,B
2025-01-02 08:00:00,50.93,C
2025-01-02 08:00:00,63.26,D
2025-01-02 09:00:00,79.07,B
2025-01-02 09:00:00,47.52,C
2025-01-02 09:00:00,59.04,D
2025-01-02 10:00:00,58.73,A
2025-01-02 10:00:00,74.29,B
2025-01-02 10:00:00,56.47,C
2025-01-02 10:00:00,64.2,D
2025-01-02 11:00:00,67.07,A
2025-01-02 11:00:00,84.5,B
2025-01-02 11:00:00,62.8,C
2025-01-02 11:00:00,72.9,D
2025-01-02 12:00:00,83.96,A
2025-01-02 12:00:00,98.43,B
2025-01-02 12:00:00,69.42,C
2025-01-02 12:00:00,88.12,D
2025-01-02 13:00:00,95.92,A
2025-01-02 13:00:00,90.09,B
2025-01-02 13:00:00,72.31,C
2025-01-02 13:00:00,92.46,D
2025-01-02 14:00:00,83.94,A
2025-01-02 14:00:00,112.28,B
2025-01-02 14:00:00,82.85,C
2025-01-02 14:00:00,105.47,D
2025-01-02 15:00:00,105.32,A
2025-01-02 15:00:00,114.3,B
2025-01-02 15:00:00,95.03,C
2025-01-02 15:00:00,120.67,D
2025-01-02 16:00:00,100.78,A
2025-01-02 16:00:00,128.94,B
2025-01-02 16:00:00,117.06,C
2025-01-02 16:00:00,120.78,D
2025-01-02 17:00:00,110.09,A
2025-01-02 17:00:00,131.37,B
2025-01-02 17:00:00,117.58,C
2025-01-02 17:00:00,123.37,D
2025-01-02 18:00:00,114.52,A
2025-01-02 18:00:00,125.9,B
2025-01-02 18:00:00,118.82,C
2025-01-02 18:00:00,130.9,D
2025-01-02 19:00:00,117.24,A
2025-01-02 19:00:00,132.45,B
2025-01-02 19:00:00,116.88,C
2025-01-02 19:00:00,128.52,D
2025-01-02 20:00:00,125.1,A
2025-01-02 20:00:00,127.95,B
2025-01-02 20:00:00,108.34,C
2025-01-02 20:00:00,132.16,D
2025-01-02 21:00:00,114.73,A
2025-01-02 21:00:00,137.08,B
2025-01-02 21:00:00,96.62,C
2025-01-02 21:00:00,116.33,D
2025-01-02 22:00:00,114.41,A
2025-01-02 22:00:00,129.59,B
2025-01-02 22:00:00,95.03,C
2025-01-02 22:00:00,106.26,D
2025-01-02 23:00:00,96.41,A
2025-01-02 23:00:00,129.79,B
2025-01-02 23:00:00,108.21,C
2025-01-02 23:00:00,119.31,D
2025-01-03 00:00:00,86.37,A
2025-01-03 00:00:00,119.14,B
2025-01-03 00:00:00,99.42,C
2025-01-03 00:00:00,112.2,D
2025-01-03 01:00:00,85.06,A
2025-01-03 01:00:00,101.48,B
2025-01-03 01:00:00,80.25,C
2025-01-03 01:00:00,93.77,D
2025-01-03 02:00:00,70.86,A
2025-01-03 02:00:00,84.43,B
2025-01-03 02:00:00,73.0,C
2025-01-03 02:00:00,88.21,D
2025-01-03 03:00:00,65.08,A
2025-01-03 03:00:00,83.95,B
2025-01-03 03:00:00,64.13,C
2025-01-03 03:00:00,70.65,D
2025-01-03 04:00:00,53.47,A
2025-01-03 04:00:00,72.96,B
2025-01-03 04:00:00,50.72,C
2025-01-03 04:00:00,64.87,D
2025-01-03 05:00:00,50.43,A
2025-01-03 05:00:00,75.49,B
2025-01-03 05:00:00,47.51,C
2025-01-03 05:00:00,61.74,D
2025-01-03 06:00:00,47.02,A
2025-01-03 06:00:00,71.17,B
2025-01-03 06:00:00,38.13,C
2025-01-03 06:00:00,58.74,D
2025-01-03 07:00:00,51.34,A
2025-01-03 07:00:00,70.67,B
2025-01-03 07:00:00,38.32,C
2025-01-03 07:00:00,52.96,D
2025-01-03 08:00:00,47.12,A
2025-01-03 08:00:00,61.01,B
2025-01-03 08:00:00,49.05,C
2025-01-03 08:00:00,51.97,D
2025-01-03 09:00:00,58.01,A
2025-01-03 09:00:00,65.94,B
2025-01-03 09:00:00,55.6,C
2025-01-03 09:00:00,71.62,D
2025-01-03 10:00:00,58.85,A
2025-01-03 10:00:00,75.69,B
2025-01-03 10:00:00,55.28,C
2025-01-03 10:00:00,72.93,D
2025-01-03 11:00:00,69.22,A
2025-01-03 11:00:00,80.35,B
2025-01-03 11:00:00,64.5,C
2025-01-03 11:00:00,59.9,D
2025-01-03 12:00:00,85.63,A
2025-01-03 12:00:00,91.72,B
2025-01-03 12:00:00,64.92,C
2025-01-03 12:00:00,85.27,D
2025-01-03 13:00:00,91.62,A
2025-01-03 13:00:00,97.51,B
2025-01-03 13:00:00,71.49,C
2025-01-03 13:00:00,97.65,D
2025-01-03 14:00:00,104.81,A
2025-01-03 14:00:00,116.94,B
2025-01-03 14:00:00,88.39,C
2025-01-03 14:00:00,106.16,D
2025-01-03 15:00:00,107.03,A
2025-01-03 15:00:00,119.76,B
2025-01-03 15:00:00,90.08,C
2025-01-03 15:00:00,121.14,D
2025-01-03 16:00:00,97.09,A
2025-01-03 16:00:00,122.55,B
2025-01-03 16:00:00,91.66,C
2025-01-03 16:00:00,119.95,D
2025-01-03 17:00:00,109.57,A
2025-01-03 17:00:00,136.14,B
2025-01-03 17:00:00,114.49,C
2025-01-03 17:00:00,125.91,D
2025-01-03 18:00:00,119.69,A
2025-01-03 18:00:00,136.26,B
2025-01-03 18:00:00,114.51,C
2025-01-03 18:00:00,131.46,D
2025-01-03 19:00:00,118.61,A
2025-01-03 19:00:00,125.43,B
2025-01-03 19:00:00,109.51,C
2025-01-03 19:00:00,131.35,D
2025-01-03 20:00:00,122.72,A
2025-01-03 20:00:00,132.14,B
2025-01-03 20:00:00,110.22,C
2025-01-03 20:00:00,128.85,D
2025-01-03 21:00:00,108.72,A
2025-01-03 21:00:00,134.5,B
2025-01-03 21:00:00,102.16,C
2025-01-03 21:00:00,120.53,D
2025-01-03 22:00:00,112.44,A
2025-01-03 22:00:00,124.76,B
2025-01-03 22:00:00,100.24,C
2025-01-03 22:00:00,118.32,D
2025-01-03 23:00:00,102.86,A
2025-01-03 23:00:00,117.71,B
2025-01-03 23:00:00,96.96,C
2025-01-03 23:00:00,112.51,D
2025-01-04 00:00:00,78.67,A
2025-01-04 00:00:00,88.66,B
2025-01-04 00:00:00,76.22,C
2025-01-04 00:00:00,87.7,D
2025-01-04 01:00:00,65.5,A
2025-01-04 01:00:00,80.79,B
2025-01-04 01:00:00,56.08,C
2025-01-04 01:00:00,66.52,D
2025-01-04 02:00:00,58.85,A
2025-01-04 02:00:00,65.66,B
2025-01-04 02:00:00,52.02,C
2025-01-04 02:00:00,71.11,D
2025-01-04 03:00:00,42.54,A
2025-01-04 03:00:00,62.56,B
2025-01-04 03:00:00,47.99,C
2025-01-04 03:00:00,59.86,D
2025-01-04 04:00:00,32.36,A
2025-01-04 04:00:00,44.73,B
2025-01-04 04:00:00,31.05,C
2025-01-04 04:00:00,61.17,D
2025-01-04 05:00:00,30.56,A
2025-01-04 05:00:00,53.18,B
2025-01-04 05:00:00,34.62,C
2025-01-04 05:00:00,42.91,D
2025-01-04 06:00:00,33.14,A
2025-01-04 06:00:00,39.81,B
2025-01-04 06:00:00,34.97,C
2025-01-04 06:00:00,53.27,D
2025-01-04 07:00:00,32.68,A
2025-01-04 07:00:00,47.28,B
2025-01-04 07:00:00,22.96,C
2025-01-04 07:00:00,46.95,D
2025-01-04 08:00:00,41.33,A
2025-01-04 08:00:00,36.14,B
2025-01-04 08:00:00,17.08,C
2025-01-04 08:00:00,48.94,D
2025-01-04 09:00:00,28.21,A
2025-01-04 09:00:00,48.69,B
2025-01-04 09:00:00,25.72,C
2025-01-04 09:00:00,41.87,D
2025-01-04 10:00:00,39.17,A
2025-01-04 10:00:00,60.65,B
2025-01-04 10:00:00,41.62,C
2025-01-04 10:00:00,64.24,D
2025-01-04 11:00:00,49.73,A
2025-01-04 11:00:00,69.93,B
2025-01-04 11:00:00,34.21,C
2025-01-04 11:00:00,54.02,D
2025-01-04 12:00:00,52.72,A
2025-01-04 12:00:00,87.77,B
2025-01-04 12:00:00,55.88,C
2025-01-04 12:00:00,64.52,D
2025-01-04 13:00:00,65.71,A
2025-01-04 13:00:00,52.57,C
2025-01-04 13:00:00,83.15,D
2025-01-04 14:00:00,80.37,A
2025-01-04 14:00:00,93.1,B
2025-01-04 14:00:00,73.78,C
2025-01-04 14:00:00,95.87,D
2025-01-04 15:00:00,82.22,A
2025-01-04 15:00:00,103.25,B
2025-01-04 15:00:00,69.25,C
2025-01-04 15:00:00,106.65,D
2025-01-04 16:00:00,92.67,A
2025-01-04 16:00:00,110.8,B
2025-01-04 16:00:00,85.21,C
2025-01-04 16:00:00,116.1,D
2025-01-04 17:00:00,99.37,A
2025-01-04 17:00:00,107.82,B
2025-01-04 17:00:00,98.23,C
2025-01-04 17:00:00,113.81,D
2025-01-04 18:00:00,97.79,A
2025-01-04 18:00:00,118.94,B
2025-01-04 18:00:00,120.41,D
2025-01-04 19:00:00,116.77,A
2025-01-04 19:00:00,118.52,B
2025-01-04 19:00:00,108.69,C
2025-01-04 19:00:00,115.12,D
2025-01-04 20:00:00,101.7,A
2025-01-04 20:00:00,103.22,B
2025-01-04 20:00:00,95.64,C
2025-01-04 20:00:00,110.8,D
2025-01-04 21:00:00,100.25,A
2025-01-04 21:00:00,114.36,B
2025-01-04 21:00:00,89.59,C
2025-01-04 21:00:00,108.15,D
2025-01-04 22:00:00,91.45,A
2025-01-04 22:00:00,110.71,B
2025-01-04 22:00:00,75.08,C
2025-01-04 22:00:00,102.46,D
2025-01-04 23:00:00,77.87,A
2025-01-04 23:00:00,83.98,B
2025-01-04 23:00:00,79.07,C
2025-01-04 23:00:00,94.34,D
2025-01-05 00:00:00,81.51,A
2025-01-05 00:00:00,81.89,B
2025-01-05 00:00:00,66.43,C
2025-01-05 00:00:00,96.11,D
2025-01-05 01:00:00,64.46,A
2025-01-05 01:00:00,80.76,B
2025-01-05 01:00:00,54.7,C
2025-01-05 01:00:00,74.18,D
2025-01-05 02:00:00,63.27,A
2025-01-05 02:00:00,64.37,B
2025-01-05 02:00:00,54.04,C
2025-01-05 02:00:00,67.57,D
2025-01-05 03:00:00,49.74,A
2025-01-05 03:00:00,55.73,B
2025-01-05 03:00:00,31.39,C
2025-01-05 03:00:00,66.11,D
2025-01-05 04:00:00,42.87,A
2025-01-05 04:00:00,65.0,B
2025-01-05 04:00:00,45.79,C
2025-01-05 04:00:00,44.67,D
2025-01-05 05:00:00,55.13,A
2025-01-05 05:00:00,41.98,B
2025-01-05 05:00:00,34.59,C
2025-01-05 05:00:00,43.08,D
2025-01-05 06:00:00,35.02,A
2025-01-05 06:00:00,49.04,B
2025-01-05 06:00:00,30.84,C
2025-01-05 06:00:00,50.65,D
2025-01-05 07:00:00,31.88,A
2025-01-05 07:00:00,43.79,B
2025-01-05 07:00:00,24.91,C
2025-01-05 07:00:00,50.59,D
2025-01-05 08:00:00,41.29,A
2025-01-05 08:00:00,44.97,B
2025-01-05 08:00:00,30.49,C
2025-01-05 08:00:00,44.16,D
2025-01-05 09:00:00,28.64,A
2025-01-05 09:00:00,46.49,B
2025-01-05 09:00:00,29.41,C
2025-01-05 09:00:00,55.01,D
2025-01-05 10:00:00,40.41,A
2025-01-05 10:00:00,72.45,B
2025-01-05 10:00:00,27.78,C
2025-01-05 10:00:00,54.43,D
2025-01-05 11:00:00,54.3,A
2025-01-05 11:00:00,64.77,B
2025-01-05 11:00:00,39.38,C
2025-01-05 11:00:00,61.21,D
2025-01-05 12:00:00,59.33,A
2025-01-05 12:00:00,74.12,B
2025-01-05 12:00:00,53.35,C
2025-01-05 12:00:00,68.71,D
2025-01-05 13:00:00,71.98,A
2025-01-05 13:00:00,78.3,B
2025-01-05 13:00:00,59.49,C
2025-01-05 13:00:00,79.84,D
2025-01-05 14:00:00,69.95,A
2025-01-05 14:00:00,87.35,B
2025-01-05 14:00:00,68.23,C
2025-01-05 14:00:00,80.67,D
2025-01-05 15:00:00,77.37,A
2025-01-05 15:00:00,101.72,B
2025-01-05 15:00:00,73.72,C
2025-01-05 15:00:00,104.23,D
2025-01-05 16:00:00,94.34,A
2025-01-05 16:00:00,105.9,B
2025-01-05 16:00:00,76.59,C
2025-01-05 16:00:00,100.75,D
2025-01-05 17:00:00,98.5,A
2025-01-05 17:00:00,119.03,B
2025-01-05 17:00:00,81.55,C
2025-01-05 17:00:00,96.42,D
2025-01-05 18:00:00,96.48,A
2025-01-05 18:00:00,120.8,B
2025-01-05 18:00:00,101.92,C
2025-01-05 18:00:00,121.11,D
2025-01-05 19:00:00,99.43,A
2025-01-05 19:00:00,118.02,B
2025-01-05 19:00:00,103.23,C
2025-01-05 19:00:00,103.97,D
2025-01-05 20:00:00,100.75,A
2025-01-05 20:00:00,123.02,B
2025-01-05 20:00:00,99.12,C
2025-01-05 20:00:00,103.38,D
2025-01-05 21:00:00,94.57,A
2025-01-05 21:00:00,106.1,B
2025-01-05 21:00:00,86.88,C
2025-01-05 21:00:00,97.29,D
2025-01-05 22:00:00,83.33,A
2025-01-05 22:00:00,110.96,B
2025-01-05 22:00:00,93.85,C
2025-01-05 22:00:00,98.0,D
2025-01-05 23:00:00,89.17,A
2025-01-05 23:00:00,93.49,B
2025-01-05 23:00:00,80.65,C
2025-01-06 00:00:00,87.42,A
2025-01-06 00:00:00,115.15,B
2025-01-06 00:00:00,77.46,C
2025-01-06 00:00:00,110.76,D
2025-01-06 01:00:00,84.73,A
2025-01-06 01:00:00,92.95,B
2025-01-06 01:00:00,75.86,C
2025-01-06 01:00:00,90.12,D
2025-01-06 02:00:00,65.21,A
2025-01-06 02:00:00,86.94,B
2025-01-06 02:00:00,72.16,C
2025-01-06 02:00:00,79.72,D
2025-01-06 03:00:00,64.84,A
2025-01-06 03:00:00,87.21,B
2025-01-06 03:00:00,61.01,C
2025-01-06 03:00:00,75.59,D
2025-01-06 04:00:00,55.46,A
2025-01-06 04:00:00,73.44,B
2025-01-06 04:00:00,56.37,C
2025-01-06 04:00:00,65.57,D
2025-01-06 05:00:00,51.9,A
2025-01-06 05:00:00,65.62,B
2025-01-06 05:00:00,52.22,C
2025-01-06 05:00:00,66.13,D
2025-01-06 06:00:00,50.95,A
2025-01-06 06:00:00,62.16,B
2025-01-06 06:00:00,49.61,C
2025-01-06 06:00:00,63.98,D
2025-01-06 07:00:00,53.88,A
2025-01-06 07:00:00,62.54,B
2025-01-06 07:00:00,45.61,C
2025-01-06 07:00:00,64.35,D
2025-01-06 08:00:00,51.73,A
2025-01-06 08:00:00,59.38,B
2025-01-06 08:00:00,50.72,C
2025-01-06 08:00:00,53.77,D
2025-01-06 09:00:00,52.76,A
2025-01-06 09:00:00,68.58,B
2025-01-06 09:00:00,55.4,C
2025-01-06 09:00:00,64.42,D
2025-01-06 10:00:00,62.62,A
2025-01-06 10:00:00,77.5,B
2025-01-06 10:00:00,48.26,C
2025-01-06 10:00:00,71.13,D
2025-01-06 11:00:00,72.65,A
2025-01-06 11:00:00,77.6,B
2025-01-06 11:00:00,51.58,C
2025-01-06 11:00:00,86.69,D
2025-01-06 12:00:00,81.33,A
2025-01-06 12:00:00,92.06,B
2025-01-06 12:00:00,73.8,C
2025-01-06 12:00:00,84.31,D
2025-01-06 13:00:00,87.46,A
2025-01-06 13:00:00,106.34,B
2025-01-06 13:00:00,80.51,C
2025-01-06 13:00:00,108.95,D
2025-01-06 14:00:00,89.67,A
2025-01-06 14:00:00,104.82,B
2025-01-06 14:00:00,83.33,C
2025-01-06 14:00:00,109.6,D
2025-01-06 15:00:00,99.3,A
2025-01-06 15:00:00,111.76,B
2025-01-06 15:00:00,105.23,C
2025-01-06 15:00:00,116.23,D
2025-01-06 16:00:00,112.56,A
2025-01-06 16:00:00,127.72,B
2025-01-06 16:00:00,108.29,C
2025-01-06 16:00:00,117.43,D
2025-01-06 17:00:00,109.24,A
2025-01-06 17:00:00,130.46,B
2025-01-06 17:00:00,111.27,C
2025-01-06 18:00:00,122.4,A
2025-01-06 18:00:00,131.13,B
2025-01-06 18:00:00,118.48,C
2025-01-06 18:00:00,134.61,D
2025-01-06 19:00:00,113.33,A
2025-01-06 19:00:00,115.83,C
2025-01-06 19:00:00,133.4,D
2025-01-06 20:00:00,126.11,A
2025-01-06 20:00:00,128.9,B
2025-01-06 20:00:00,105.37,C
2025-01-06 20:00:00,134.39,D
2025-01-06 21:00:00,117.23,A
2025-01-06 21:00:00,131.72,B
2025-01-06 21:00:00,128.54,D
2025-01-06 22:00:00,113.46,A
2025-01-06 22:00:00,130.13,B
2025-01-06 22:00:00,105.44,C
2025-01-06 22:00:00,101.29,D
2025-01-06 23:00:00,108.25,A
2025-01-06 23:00:00,107.94,B
2025-01-06 23:00:00,100.11,C
2025-01-06 23:00:00,119.27,D
2025-01-07 00:00:00,96.17,A
2025-01-07 00:00:00,105.99,B
2025-01-07 00:00:00,100.56,C
2025-01-07 00:00:00,104.03,D
2025-01-07 01:00:00,87.41,A
2025-01-07 01:00:00,107.44,B
2025-01-07 01:00:00,86.73,C
2025-01-07 01:00:00,94.96,D
2025-01-07 02:00:00,92.44,A
2025-01-07 02:00:00,95.84,B
2025-01-07 02:00:00,77.13,C
2025-01-07 02:00:00,90.9,D
2025-01-07 03:00:00,67.17,A
2025-01-07 03:00:00,83.58,B
2025-01-07 03:00:00,55.28,C
2025-01-07 03:00:00,64.27,D
2025-01-07 04:00:00,54.85,A
2025-01-07 04:00:00,79.88,B
2025-01-07 04:00:00,48.54,C
2025-01-07 04:00:00,68.71,D
2025-01-07 05:00:00,58.69,A
2025-01-07 05:00:00,65.9,B
2025-01-07 05:00:00,39.93,C
2025-01-07 05:00:00,68.59,D
2025-01-07 06:00:00,48.41,A
2025-01-07 06:00:00,71.97,B
2025-01-07 06:00:00,47.77,C
2025-01-07 06:00:00,56.9,D
2025-01-07 07:00:00,45.42,A
2025-01-07 07:00:00,61.1,B
2025-01-07 07:00:00,48.59,C
2025-01-07 07:00:00,45.93,D
2025-01-07 08:00:00,44.98,A
2025-01-07 08:00:00,66.7,B
2025-01-07 08:00:00,44.63,C
2025-01-07 08:00:00,55.34,D
2025-01-07 09:00:00,59.2,A
2025-01-07 09:00:00,74.5,B
2025-01-07 09:00:00,46.37,C
2025-01-07 09:00:00,62.16,D
2025-01-07 10:00:00,55.93,A
2025-01-07 10:00:00,70.5,B
2025-01-07 10:00:00,52.5,C
2025-01-07 10:00:00,78.08,D
2025-01-07 11:00:00,78.29,A
2025-01-07 11:00:00,77.11,B
2025-01-07 11:00:00,63.7,C
2025-01-07 11:00:00,77.18,D
2025-01-07 12:00:00,75.1,A
2025-01-07 12:00:00,77.68,B
2025-01-07 12:00:00,67.55,C
2025-01-07 12:00:00,93.23,D
2025-01-07 13:00:00,86.19,A
2025-01-07 13:00:00,80.64,C
2025-01-07 13:00:00,91.37,D
2025-01-07 14:00:00,100.45,A
2025-01-07 14:00:00,105.7,B
2025-01-07 14:00:00,95.84,C
2025-01-07 14:00:00,107.21,D
2025-01-07 15:00:00,102.12,A
2025-01-07 15:00:00,114.47,B
2025-01-07 15:00:00,95.52,C
2025-01-07 16:00:00,111.8,A
2025-01-07 16:00:00,124.92,B
2025-01-07 16:00:00,112.61,C
2025-01-07 16:00:00,129.74,D
2025-01-07 17:00:00,110.31,A
2025-01-07 17:00:00,124.42,B
2025-01-07 17:00:00,117.8,C
2025-01-07 17:00:00,133.44,D
2025-01-07 18:00:00,121.52,A
2025-01-07 18:00:00,137.98,B
2025-01-07 18:00:00,104.05,C
2025-01-07 18:00:00,123.76,D
2025-01-07 19:00:00,124.86,A
2025-01-07 19:00:00,126.91,B
2025-01-07 19:00:00,104.89,C
2025-01-07 19:00:00,134.84,D
2025-01-07 20:00:00,115.39,A
2025-01-07 20:00:00,132.77,B
2025-01-07 20:00:00,121.82,C
2025-01-07 20:00:00,137.5,D
2025-01-07 21:00:00,118.74,A
2025-01-07 21:00:00,129.68,B
2025-01-07 21:00:00,104.39,C
2025-01-07 21:00:00,119.46,D
2025-01-07 22:00:00,111.25,A
2025-01-07 22:00:00,118.94,B
2025-01-07 22:00:00,103.56,C
2025-01-07 22:00:00,122.34,D
2025-01-07 23:00:00,99.61,A
2025-01-07 23:00:00,120.3,B
2025-01-07 23:00:00,114.59,D
2025-01-08 00:00:00,101.63,A
2025-01-08 00:00:00,97.46,B
2025-01-08 00:00:00,81.24,C
2025-01-08 00:00:00,97.72,D
2025-01-08 01:00:00,86.12,A
2025-01-08 01:00:00,98.8,B
2025-01-08 01:00:00,82.26,C
2025-01-08 01:00:00,77.69,D
2025-01-08 02:00:00,76.85,A
2025-01-08 02:00:00,98.54,B
2025-01-08 02:00:00,60.39,C
2025-01-08 02:00:00,86.87,D
2025-01-08 03:00:00,61.69,A
2025-01-08 03:00:00,80.94,B
2025-01-08 03:00:00,77.1,C
2025-01-08 03:00:00,85.71,D
2025-01-08 04:00:00,50.39,A
2025-01-08 04:00:00,75.79,B
2025-01-08 04:00:00,61.58,C
2025-01-08 05:00:00,59.5,A
2025-01-08 05:00:00,74.16,B
2025-01-08 05:00:00,55.35,C
2025-01-08 05:00:00,68.0,D
2025-01-08 06:00:00,53.36,A
2025-01-08 06:00:00,66.61,B
2025-01-08 06:00:00,46.11,C
2025-01-08 06:00:00,60.71,D
2025-01-08 07:00:00,48.3,A
2025-01-08 07:00:00,70.67,B
2025-01-08 07:00:00,50.1,C
2025-01-08 07:00:00,53.96,D
2025-01-08 08:00:00,42.27,A
2025-01-08 08:00:00,70.73,B
2025-01-08 08:00:00,50.56,C
2025-01-08 08:00:00,66.11,D
2025-01-08 09:00:00,60.37,A
2025-01-08 09:00:00,52.5,C
2025-01-08 09:00:00,63.9,D
2025-01-08 10:00:00,64.82,A
2025-01-08 10:00:00,80.96,B
2025-01-08 10:00:00,54.18,C
2025-01-08 10:00:00,78.69,D
2025-01-08 11:00:00,60.84,A
2025-01-08 11:00:00,74.81,B
2025-01-08 11:00:00,65.42,C
2025-01-08 11:00:00,86.53,D
2025-01-08 12:00:00,77.63,A
2025-01-08 12:00:00,96.16,B
2025-01-08 12:00:00,75.31,C
2025-01-08 12:00:00,92.64,D
2025-01-08 13:00:00,90.73,A
2025-01-08 13:00:00,74.68,C
2025-01-08 13:00:00,99.71,D
2025-01-08 14:00:00,93.91,A
2025-01-08 14:00:00,95.5,B
2025-01-08 14:00:00,91.06,C
2025-01-08 14:00:00,115.58,D
2025-01-08 15:00:00,94.25,A
2025-01-08 15:00:00,115.49,B
2025-01-08 15:00:00,92.88,C
2025-01-08 15:00:00,117.57,D
2025-01-08 16:00:00,108.81,A
2025-01-08 16:00:00,125.97,B
2025-01-08 16:00:00,114.2,C
2025-01-08 16:00:00,122.14,D
2025-01-08 17:00:00,107.55,A
2025-01-08 17:00:00,130.0,B
2025-01-08 17:00:00,111.99,C
2025-01-08 17:00:00,120.75,D
2025-01-08 18:00:00,113.96,A
2025-01-08 18:00:00,132.91,B
2025-01-08 18:00:00,110.0,C
2025-01-08 18:00:00,142.46,D
2025-01-08 19:00:00,119.5,A
2025-01-08 19:00:00,149.2,B
2025-01-08 19:00:00,111.94,C
